Name,Rank,Sector,User Rating
"Ranippettai Engineering College, Vellore",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/ranippettai-engineering-college-vellore?icn=college_page&ici=clg_3391_college_listing_tuple
"Rayat and Bahra College of Engineering and Biotechnology for Women, Mohali",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/rayat-and-bahra-college-of-engineering-and-biotechnology-for-women-mohali?icn=college_page&ici=clg_3384_college_listing_tuple
"Rayat and Bahra Institute of Engineering and Nano Technology, Hoshiarpur Campus, Hoshiarpur",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/rayat-and-bahra-institute-of-engineering-and-nano-technology-hoshiarpur-campus-hoshiarpur?icn=college_page&ici=clg_3382_college_listing_tuple
"Regency Institute of Technology, Yanam",B.Tech Automobile Engineering,Private,https://www.careers360.com/colleges/regency-institute-of-technology-yanam?icn=college_page&ici=clg_3380_college_listing_tuple
"SAACE Mamandur - Shri Andal Alagar College of Engineering, Mamandur",MBA,Private,https://www.careers360.com/colleges/shri-andal-alagar-college-of-engineering-mamandur?icn=college_page&ici=clg_3143_college_listing_tuple
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/university/shanmugha-arts-science-technology-research-and-academy-thanjavur?icn=college_page&ici=clg_76_college_listing_tuple
"SBJITMR Nagpur - SB Jain Institute of Technology Management and Research, Nagpur",BE Civil Engineering,Private,https://www.careers360.com/colleges/sb-jain-institute-of-technology-management-and-research-nagpur?icn=college_page&ici=clg_3274_college_listing_tuple
"SCAD Institute of Technology, Tirupur",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/scad-institute-of-technology-tirupur?icn=college_page&ici=clg_3226_college_listing_tuple
"SD College of Engineering and Technology, Muzaffarnagar",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sd-college-of-engineering-and-technology-muzaffarnagar?icn=college_page&ici=clg_3333_college_listing_tuple
"SGBIT Belgaum - SG Balekundri Institute of Technology, Belgaum",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sg-balekundri-institute-of-technology-belgaum?icn=college_page&ici=clg_3336_college_listing_tuple
"SGBMITS Jabalpur - SGBM Institute of Technology and Science, Jabalpur",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sgbm-institute-of-technology-and-science-jabalpur?icn=college_page&ici=clg_3331_college_listing_tuple
"SIEM Nashik - Sandip Institute of Engineering and Management, Nashik",BE Civil Engineering,Private,https://www.careers360.com/colleges/sandip-institute-of-engineering-and-management-nashik?icn=college_page&ici=clg_3282_college_listing_tuple
"SIEM Nashik - Sandip Institute of Engineering and Management, Nashik",Diploma in Electrical and Electronics Engineering II Shift,Private,https://www.careers360.com/colleges/sandip-institute-of-engineering-and-management-nashik?icn=college_page&ici=clg_3282_college_listing_tuple
"SIESGST Navi Mumbai - SIES Graduate School of Technology, Navi Mumbai",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sies-graduate-school-of-technology-navi-mumbai?icn=college_page&ici=clg_2540_college_listing_tuple
"SIESGST Navi Mumbai - SIES Graduate School of Technology, Navi Mumbai",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sies-graduate-school-of-technology-navi-mumbai?icn=college_page&ici=clg_2540_college_listing_tuple
"SIET Tumkur - Shridevi Institute of Engineering and Technology, Tumkur",BE Civil Engineering,Private,https://www.careers360.com/colleges/shridevi-institute-of-engineering-and-technology-tumkur?icn=college_page&ici=clg_3099_college_listing_tuple
"SIMATS Chennai - Saveetha Institute of Medical and Technical Sciences, Chennai",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/university/saveetha-institute-of-medical-and-technical-sciences-chennai?icn=college_page&ici=clg_736_college_listing_tuple
"SISTAM Srikakulam - Sarada Institute of Science, Technology and Management, Srikakulam",MBA,Private,https://www.careers360.com/colleges/sarada-institute-of-science-technology-and-management-srikakulam?icn=college_page&ici=clg_3263_college_listing_tuple
"SIT Darjeeling - Siliguri Institute of Technology, Darjeeling",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/siliguri-institute-of-technology-darjeeling?icn=college_page&ici=clg_3082_college_listing_tuple
"SITMS Ratlam - Srajan Institute of Technology, Management and Science, Ratlam",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/srajan-institute-of-technology-management-and-science-ratlam?icn=college_page&ici=clg_3035_college_listing_tuple
"SITMS Ratlam - Srajan Institute of Technology, Management and Science, Ratlam",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/srajan-institute-of-technology-management-and-science-ratlam?icn=college_page&ici=clg_3035_college_listing_tuple
"SITS Narhe - Sinhgad Institute of Technology and Science, Narhe",BE Electrical Engineering,Private,https://www.careers360.com/colleges/sinhgad-institute-of-technology-and-science-narhe?icn=college_page&ici=clg_3073_college_listing_tuple
"SJPN Trust's Hirasugar Institute of Technology, Belgaum",BE Chemical Engineering,Private,https://www.careers360.com/colleges/sjpn-trusts-hirasugar-institute-of-technology-belgaum?icn=college_page&ici=clg_2543_college_listing_tuple
"SJPN Trust's Hirasugar Institute of Technology, Belgaum",BE Civil Engineering,Private,https://www.careers360.com/colleges/sjpn-trusts-hirasugar-institute-of-technology-belgaum?icn=college_page&ici=clg_2543_college_listing_tuple
"SKP Engineering College, Tiruvannamalai",B.Tech Agricultural Engineering,Private,https://www.careers360.com/colleges/skp-engineering-college-tiruvannamalai?icn=college_page&ici=clg_3329_college_listing_tuple
"SMS Medical College Jaipur - Sawai Man Singh Medical College, Jaipur",B.Tech Chemical Engineering,Public/Govt,https://www.careers360.com/colleges/sawai-man-singh-medical-college-jaipur?icn=college_page&ici=clg_5863_college_listing_tuple
"SND College of Engineering and Research Centre, Nashik",BE Civil Engineering,Private,https://www.careers360.com/colleges/snd-college-of-engineering-and-research-centre-nashik?icn=college_page&ici=clg_3051_college_listing_tuple
"SND College of Engineering and Research Centre, Nashik",B.Tech Computer Engineering,Private,https://www.careers360.com/colleges/snd-college-of-engineering-and-research-centre-nashik?icn=college_page&ici=clg_3051_college_listing_tuple
"SNGCE Ernakulam - Sree Narayana Gurukulam College of Engineering, Ernakulam",BE Civil Engineering,Private,https://www.careers360.com/colleges/sree-narayana-gurukulam-college-of-engineering-ernakulam?icn=college_page&ici=clg_3028_college_listing_tuple
"SNIT Adoor - Sree Narayana Institute of Technology, Adoor",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sree-narayana-institute-of-technology-adoor?icn=college_page&ici=clg_3027_college_listing_tuple
"SRIIT Hyderabad - SR International Institute of Technology, Ranga Reddy",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/sr-international-institute-of-technology-ranga-reddy?icn=college_page&ici=clg_3036_college_listing_tuple
"SRIIT Hyderabad - SR International Institute of Technology, Ranga Reddy",BE Civil Engineering,Private,https://www.careers360.com/colleges/sr-international-institute-of-technology-ranga-reddy?icn=college_page&ici=clg_3036_college_listing_tuple
"SRINIX College of Engineering, Balasore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/srinix-college-of-engineering-balasore?icn=college_page&ici=clg_2921_college_listing_tuple
"SRK Institute of Technology, Vijayawada",MBA,Private,https://www.careers360.com/colleges/srk-institute-of-technology-vijayawada?icn=college_page&ici=clg_3325_college_listing_tuple
"SRM TRP Engineering College, Tiruchirappalli",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/srm-trp-engineering-college-tiruchirappalli?icn=college_page&ici=clg_2768_college_listing_tuple
"SRM TRP Engineering College, Tiruchirappalli",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/srm-trp-engineering-college-tiruchirappalli?icn=college_page&ici=clg_2768_college_listing_tuple
"SRM University Chennai - SRM Institute of Science and Technology, Chennai",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/university/srm-institute-of-science-and-technology-chennai?icn=college_page&ici=clg_727_college_listing_tuple
"SSIT Tumkur - Sri Siddhartha Institute of Technology, Tumkur",B.Tech Computer Science Engineering,Private,https://www.careers360.com/colleges/sri-siddhartha-institute-of-technology-tumkur?icn=college_page&ici=clg_2951_college_listing_tuple
"SSM College of Engineering, Baramulla",BE Civil Engineering,Private,https://www.careers360.com/colleges/ssm-college-of-engineering-baramulla?icn=college_page&ici=clg_2916_college_listing_tuple
"SSM College of Engineering, Baramulla",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/ssm-college-of-engineering-baramulla?icn=college_page&ici=clg_2916_college_listing_tuple
"SSN College of Engineering - Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam",MBA Business Analytics,Private,https://www.careers360.com/colleges/sri-sivasubramaniya-nadar-college-of-engineering-kalavakkam?icn=college_page&ici=clg_2534_college_listing_tuple
"STAS Kottayam - School of Technology and Applied Sciences, Mahatma Gandhi University, Kottayam",BE Medical Electronics Engineering,Public/Govt,https://www.careers360.com/colleges/school-of-technology-and-applied-sciences-mahatma-gandhi-university-kottayam?icn=college_page&ici=clg_3224_college_listing_tuple
"SVIST Kolkata - Swami Vivekananda Institute of Science and Technology, Kolkata",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/swami-vivekananda-institute-of-science-and-technology-kolkata?icn=college_page&ici=clg_2845_college_listing_tuple
SVNIT Surat - Sardar Vallabhbhai National Institute of Technology Surat,B.Tech Mechanical Engineering,Public/Govt,https://www.careers360.com/university/sardar-vallabhbhai-national-institute-of-technology-surat?icn=college_page&ici=clg_137_college_listing_tuple
"SVPM's College of Engineering, Pune",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/svpms-college-of-engineering-pune?icn=college_page&ici=clg_3320_college_listing_tuple
"Sachdeva Institute of Technology, Mathura",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sachdeva-institute-of-technology-mathura?icn=college_page&ici=clg_3315_college_listing_tuple
"Safa College of Engineering and Technology, Kurnool",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/safa-college-of-engineering-and-technology-kurnool?icn=college_page&ici=clg_3313_college_listing_tuple
"Sagar Institute of Research and Technology, Indore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sagar-institute-of-research-and-technology-indore?icn=college_page&ici=clg_2763_college_listing_tuple
"Sagar Institute of Research and Technology, Indore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sagar-institute-of-research-and-technology-indore?icn=college_page&ici=clg_2763_college_listing_tuple
"Sagar Institute of Research and Technology-Excellence, Bhopal",MBA,Private,https://www.careers360.com/colleges/sagar-institute-of-research-and-technology-excellence-bhopal?icn=college_page&ici=clg_3311_college_listing_tuple
"Sahaja Institute of Technology and Sciences for Women, Karim Nagar",Diploma in Computer Science and Engineering,Private,https://www.careers360.com/colleges/sahaja-institute-of-technology-and-sciences-for-women-karim-nagar?icn=college_page&ici=clg_3306_college_listing_tuple
"Sahakar Maharshi Shankarrao Mohite-Patil Institute of Technology and Research, Solapur",Diploma in Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/sahakar-maharshi-shankarrao-mohite-patil-institute-of-technology-and-research-solapur?icn=college_page&ici=clg_3305_college_listing_tuple
"Sahyadri Valley College of Engineering and Technology, Pune",BE Civil Engineering,Private,https://www.careers360.com/colleges/sahyadri-valley-college-of-engineering-and-technology-pune?icn=college_page&ici=clg_3302_college_listing_tuple
"Samalkha Group of Institutions, Panipat",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/samalkha-group-of-institutions-panipat?icn=college_page&ici=clg_3663_college_listing_tuple
"Samarth College of Engineering and Technology, Sabarkantha",BE Civil Engineering,Private,https://www.careers360.com/colleges/samarth-college-of-engineering-and-technology-sabarkantha?icn=college_page&ici=clg_3290_college_listing_tuple
"Samskruti College of Engineering and Technology, Hyderabad",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/samskruti-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3285_college_listing_tuple
"Samskruti College of Engineering and Technology, Hyderabad",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/samskruti-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3285_college_listing_tuple
"Sanghvi Innovative Academy, Indore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sanghvi-innovative-academy-indore?icn=college_page&ici=clg_3281_college_listing_tuple
"Sanghvi Innovative Academy, Indore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sanghvi-innovative-academy-indore?icn=college_page&ici=clg_3281_college_listing_tuple
"Sanjay Bhokare Group of Institutes, Miraj",BE Biomedical Engineering,Private,https://www.careers360.com/colleges/sanjay-bhokare-group-of-institutes-miraj?icn=college_page&ici=clg_3144_college_listing_tuple
"Sanskriti Institute of Management and Technology, Mathura",BE Civil Engineering,Private,https://www.careers360.com/colleges/sanskriti-institute-of-management-and-technology-mathura?icn=college_page&ici=clg_3269_college_listing_tuple
"Sant Baba Bhag Singh Institute of Engineering and Technology, Jalandhar",Diploma in Computer Science and Engineering,Private,https://www.careers360.com/colleges/sant-baba-bhag-singh-institute-of-engineering-and-technology-jalandhar?icn=college_page&ici=clg_3268_college_listing_tuple
"Sapthagiri College of Engineering, Dharmapuri",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sapthagiri-college-of-engineering-dharmapuri?icn=college_page&ici=clg_3265_college_listing_tuple
"Sarada Institute of Technology and Science, Raghunadhapalem",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/sarada-institute-of-technology-and-science-raghunadhapalem?icn=college_page&ici=clg_3262_college_listing_tuple
"Sathyabama University - Sathyabama Institute of Science and Technology, Chennai",B.Tech Chemical Engineering,Private,https://www.careers360.com/university/sathyabama-institute-of-science-and-technology-chennai?icn=college_page&ici=clg_734_college_listing_tuple
"School of Research and Technology People's University, Bhopal",BE Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/school-of-research-and-technology-peoples-university-bhopal?icn=college_page&ici=clg_2483_college_listing_tuple
"Scient Institute of Technology, Ibrahimpatnam",BCA,Private,https://www.careers360.com/colleges/scient-institute-of-technology-ibrahimpatnam?icn=college_page&ici=clg_3223_college_listing_tuple
"Seacom Engineering College, Howrah",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/seacom-engineering-college-howrah?icn=college_page&ici=clg_3219_college_listing_tuple
"Selvam College of Technology, Namakkal",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/selvam-college-of-technology-namakkal?icn=college_page&ici=clg_3215_college_listing_tuple
"Sengunthar College of Engineering, Tiruchengode",B.Tech Biotechnology,Private,https://www.careers360.com/colleges/sengunthar-college-of-engineering-tiruchengode?icn=college_page&ici=clg_3213_college_listing_tuple
"Seth Sriniwas Agarwal Institute of Engineering and Technology, Kanpur",BE Civil Engineering,Private,https://www.careers360.com/colleges/seth-sriniwas-agarwal-institute-of-engineering-and-technology-kanpur?icn=college_page&ici=clg_3209_college_listing_tuple
"Seth Sriniwas Agarwal Institute of Engineering and Technology, Kanpur",BE Aeronautical Engineering,Private,https://www.careers360.com/colleges/seth-sriniwas-agarwal-institute-of-engineering-and-technology-kanpur?icn=college_page&ici=clg_3209_college_listing_tuple
"Sha-Shib College of Engineering, Chikkaballapur",BE Electrical Engineering,Private,https://www.careers360.com/colleges/sha-shib-college-of-engineering-chikkaballapur?icn=college_page&ici=clg_3185_college_listing_tuple
"Sha-Shib College of Engineering, Chikkaballapur",BE Electrical Engineering,Private,https://www.careers360.com/colleges/sha-shib-college-of-engineering-chikkaballapur?icn=college_page&ici=clg_3185_college_listing_tuple
"Shadan Women's College of Engineering and Technology, Hyderabad",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shadan-womens-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3202_college_listing_tuple
"Shadan Women's College of Engineering and Technology, Hyderabad",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shadan-womens-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3202_college_listing_tuple
"Shaheed Udham Singh College of Engineering and Technology, Mohali",MBA,Private,https://www.careers360.com/colleges/shaheed-udham-singh-college-of-engineering-and-technology-mohali?icn=college_page&ici=clg_3200_college_listing_tuple
"Shaheed Udham Singh College of Engineering and Technology, Mohali",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/shaheed-udham-singh-college-of-engineering-and-technology-mohali?icn=college_page&ici=clg_3200_college_listing_tuple
"Shanti Institute of Technology, Meerut",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shanti-institute-of-technology-meerut?icn=college_page&ici=clg_3189_college_listing_tuple
"Shanti Institute of Technology, Meerut",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shanti-institute-of-technology-meerut?icn=college_page&ici=clg_3189_college_listing_tuple
"Shatabdi Institute of Engineering and Research, Nashik",B.Tech Information Technology,Private,https://www.careers360.com/colleges/shatabdi-institute-of-engineering-and-research-nashik?icn=college_page&ici=clg_3183_college_listing_tuple
"Shatabdi Institute of Engineering and Research, Nashik",B.Tech Information Technology,Private,https://www.careers360.com/colleges/shatabdi-institute-of-engineering-and-research-nashik?icn=college_page&ici=clg_3183_college_listing_tuple
"Shiv Kumar Singh Institute of Technology and Science, Indore",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/shiv-kumar-singh-institute-of-technology-and-science-indore?icn=college_page&ici=clg_3176_college_listing_tuple
"Shiv Kumar Singh Institute of Technology and Science, Indore",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shiv-kumar-singh-institute-of-technology-and-science-indore?icn=college_page&ici=clg_3176_college_listing_tuple
"Shiv Nadar University, Greater Noida",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/university/shiv-nadar-university-greater-noida?icn=college_page&ici=clg_288_college_listing_tuple
"Shoolini University Solan - Shoolini University of Biotechnology and Management Sciences, Solan",M.Lib.I.Sc,Private,https://www.careers360.com/university/shoolini-university-of-biotechnology-and-management-sciences-solan?icn=college_page&ici=clg_60_college_listing_tuple
"Shree Bankey Bihari Institute of Technology, Meerut",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shree-bankey-bihari-institute-of-technology-meerut?icn=college_page&ici=clg_3165_college_listing_tuple
"Shree Bankey Bihari Institute of Technology, Meerut",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shree-bankey-bihari-institute-of-technology-meerut?icn=college_page&ici=clg_3165_college_listing_tuple
"Shree Ganesh Group of Institutions, Patiala",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shree-ganesh-group-of-institutions-patiala?icn=college_page&ici=clg_3162_college_listing_tuple
"Shree Ganesh Group of Institutions, Patiala",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shree-ganesh-group-of-institutions-patiala?icn=college_page&ici=clg_3162_college_listing_tuple
"Shree Motilal Kanhaiyalal Fomra Institute of Technology, Chennai",BE Aeronautical Engineering,Private,https://www.careers360.com/colleges/shree-motilal-kanhaiyalal-fomra-institute-of-technology-chennai?icn=college_page&ici=clg_3157_college_listing_tuple
"Shri Angalamman College of Engineering and Technology, Tiruchirappalli",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/shri-angalamman-college-of-engineering-and-technology-tiruchirappalli?icn=college_page&ici=clg_3142_college_listing_tuple
"Shri Gopichand Institute of Technology and Management, Bagpat",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/shri-gopichand-institute-of-technology-and-management-bagpat?icn=college_page&ici=clg_3134_college_listing_tuple
"Shri S'ad Vidya Mandal Institute of Technology, Bharuch",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/shri-sad-vidya-mandal-institute-of-technology-bharuch?icn=college_page&ici=clg_2516_college_listing_tuple
"Shri Sai College of Engineering and Technology, Chandrapur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shri-sai-college-of-engineering-and-technology-chandrapur?icn=college_page&ici=clg_3119_college_listing_tuple
"Shri Saibaba Institute of Engineering, Research and Allied Sciences, Ahmednagar",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shri-saibaba-institute-of-engineering-research-and-allied-sciences-ahmednagar?icn=college_page&ici=clg_3117_college_listing_tuple
"Shri Shirdi Sai Institute of Science and Engineering, Anantapur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shri-shirdi-sai-institute-of-science-and-engineering-anantapur?icn=college_page&ici=clg_3109_college_listing_tuple
"Shri Tulja Bhavani College of Engineering, Osmanabad",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shri-tulja-bhavani-college-of-engineering-osmanabad?icn=college_page&ici=clg_3105_college_listing_tuple
"Shri Ummed Singh Bhati College of Engineering and Management, Mount Abu",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/shri-ummed-singh-bhati-college-of-engineering-and-management-mount-abu?icn=college_page&ici=clg_3104_college_listing_tuple
"Shrinathji Institute for Technical Education, Meerut",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shrinathji-institute-for-technical-education-meerut?icn=college_page&ici=clg_3098_college_listing_tuple
"Shriram Institute of Technology, Meerut",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/shriram-institute-of-technology-meerut?icn=college_page&ici=clg_3096_college_listing_tuple
"Siksha 'O' Anusandhan, Bhubaneswar",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/university/siksha-o-anusandhan-bhubaneswar?icn=college_page&ici=clg_95_college_listing_tuple
"Sindhudurg Shikshan Prasarak Mandal's College of Engineering, Sindhudurg",BE Civil Engineering,Private,https://www.careers360.com/colleges/sindhudurg-shikshan-prasarak-mandals-college-of-engineering-sindhudurg?icn=college_page&ici=clg_3079_college_listing_tuple
"Sir CV Raman Institute of Technology and Sciences, Tadipatri",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sir-cv-raman-institute-of-technology-and-sciences-tadipatri?icn=college_page&ici=clg_3071_college_listing_tuple
"Sityog Institute of Technology, Aurangabad",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sityog-institute-of-technology-aurangabad?icn=college_page&ici=clg_3066_college_listing_tuple
"Sityog Institute of Technology, Aurangabad",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sityog-institute-of-technology-aurangabad?icn=college_page&ici=clg_3066_college_listing_tuple
"Smt Kamala and Sri Venkappa M Agadi College of Engineering and Technology, Gadag",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/smt-kamala-and-sri-venkappa-m-agadi-college-of-engineering-and-technology-gadag?icn=college_page&ici=clg_3054_college_listing_tuple
"Smt Kamala and Sri Venkappa M Agadi College of Engineering and Technology, Gadag",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/smt-kamala-and-sri-venkappa-m-agadi-college-of-engineering-and-technology-gadag?icn=college_page&ici=clg_3054_college_listing_tuple
"Smt Rajshree Mulak College of Engineering for Women, Nagpur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/smt-rajshree-mulak-college-of-engineering-for-women-nagpur?icn=college_page&ici=clg_2833_college_listing_tuple
"Solamalai College of Engineering, Madurai",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/solamalai-college-of-engineering-madurai?icn=college_page&ici=clg_3430_college_listing_tuple
"South Point Institute of Technology and Management, Sonipat",BE Electrical Engineering,Private,https://www.careers360.com/colleges/south-point-institute-of-technology-and-management-sonipat?icn=college_page&ici=clg_3042_college_listing_tuple
"South Point Institute of Technology and Management, Sonipat",BE Civil Engineering,Private,https://www.careers360.com/colleges/south-point-institute-of-technology-and-management-sonipat?icn=college_page&ici=clg_3042_college_listing_tuple
"Spintronic Technology and Advance Research, Bhubaneswar",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/spintronic-technology-and-advance-research-bhubaneswar?icn=college_page&ici=clg_3039_college_listing_tuple
"Spintronic Technology and Advance Research, Bhubaneswar",BE Civil Engineering,Private,https://www.careers360.com/colleges/spintronic-technology-and-advance-research-bhubaneswar?icn=college_page&ici=clg_3039_college_listing_tuple
"Sree Buddha College of Engineering, Alappuzha",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sree-buddha-college-of-engineering-alappuzha?icn=college_page&ici=clg_3033_college_listing_tuple
"Sree Buddha College of Engineering, Alappuzha",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sree-buddha-college-of-engineering-alappuzha?icn=college_page&ici=clg_3033_college_listing_tuple
"Sree Sowdambika College of Engineering, Virudhunagar",BE Computer Engineering,Private,https://www.careers360.com/colleges/sree-sowdambika-college-of-engineering-virudhunagar?icn=college_page&ici=clg_3021_college_listing_tuple
"Sri Aurobindo Institute of Technology, Indore",B.Tech Electrical and Electronics Engineering,Private,https://www.careers360.com/colleges/sri-aurobindo-institute-of-technology-indore?icn=college_page&ici=clg_3006_college_listing_tuple
"Sri Basaveshwara Institute of Technology, Tiptur",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-basaveshwara-institute-of-technology-tiptur?icn=college_page&ici=clg_3003_college_listing_tuple
"Sri Chaitanya Technical Campus, Ibrahimpatnam",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/sri-chaitanya-technical-campus-ibrahimpatnam?icn=college_page&ici=clg_2999_college_listing_tuple
"Sri Krishnadevaraya Engineering College, Gooty",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-krishnadevaraya-engineering-college-gooty?icn=college_page&ici=clg_2987_college_listing_tuple
"Sri Lakshmi Ammal Engineering College, Chennai",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/sri-lakshmi-ammal-engineering-college-chennai?icn=college_page&ici=clg_2986_college_listing_tuple
"Sri Mittapalli Institute of Technology for Women, Guntur",B.Tech Biotechnology,Private,https://www.careers360.com/colleges/sri-mittapalli-institute-of-technology-for-women-guntur?icn=college_page&ici=clg_2983_college_listing_tuple
"Sri Nandhanam College of Engineering and Technology, Vellore",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/sri-nandhanam-college-of-engineering-and-technology-vellore?icn=college_page&ici=clg_2980_college_listing_tuple
"Sri Raghavendra Institute of Science and Technology, Nellore",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-raghavendra-institute-of-science-and-technology-nellore?icn=college_page&ici=clg_2974_college_listing_tuple
"Sri Ramachandra Institute of Higher Education and Research, Chennai",LLB,Private,https://www.careers360.com/university/sri-ramachandra-institute-of-higher-education-and-research-chennai?icn=college_page&ici=clg_748_college_listing_tuple
"Sri Ramanathan Engineering College, Tirupur",BE Civil Engineering,Private,https://www.careers360.com/colleges/sri-ramanathan-engineering-college-tirupur?icn=college_page&ici=clg_2969_college_listing_tuple
"Sri Ramanujar Engineering College, Chennai",BE Civil Engineering,Private,https://www.careers360.com/colleges/sri-ramanujar-engineering-college-chennai?icn=college_page&ici=clg_2968_college_listing_tuple
"Sri Sai Madhavi Institute of Science and Technology, Mallampudi",BBA,Private,https://www.careers360.com/colleges/sri-sai-madhavi-institute-of-science-and-technology-mallampudi?icn=college_page&ici=clg_2960_college_listing_tuple
"Sri Sarada Institute of Science and Technology, Ghatkesar",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-sarada-institute-of-science-and-technology-ghatkesar?icn=college_page&ici=clg_2957_college_listing_tuple
"Sri Sarada Institute of Science and Technology, Ghatkesar",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/sri-sarada-institute-of-science-and-technology-ghatkesar?icn=college_page&ici=clg_2957_college_listing_tuple
"Sri Sivani College of Engineering, Srikakulam",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/sri-sivani-college-of-engineering-srikakulam?icn=college_page&ici=clg_2950_college_listing_tuple
